timestamp,txid,src_ip,dst_ip,src_port,dst_port,src_country,dst_country,src_asn,dst_asn,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,is_anomaly,anomaly_type
2025-01-22T09:06:18,4536299eeedb4df09625ecb8804d38f60d7fed80b2224c999dbeff2e6ed6c49b,198.33.251.204,111.47.98.220,16563,8333,GB,US,13007,13000,bc1q3d7220be64284959a5209e9ebb50ca6a,bc1q96566ce2aae649f1a8e03f3fe03965aa,0.01352556,0.01349995,2.561e-05,P2PKH,0,none
2025-01-27T14:47:33,c6f13ef70d474a3491551f0eaf42d7ad4972bc500db94a1bb486aa50001dda2d,200.20.206.5,213.42.101.243,6663,8333,IN,DE,13011,13007,bc1qeae9ad4f0b9e4cd2909c7348316dae97|bc1q949c6bf2c2864884bbebe311f8b7e5d0,bc1q0e23df12abb9474cba21700c401ce826|bc1q452c493bbb78477bbc1588c1c2b78394,0.14341782|0.1067413,0.04394779|0.2058694,0.00034193,P2PKH,0,none
2025-01-14T16:03:21,874bf9da6e6a406a9b2c74c2385a5cfde607f220b5f8480fb9cd3d9c827b428f,9.138.5.219,23.150.56.34,10015,8333,US,NL,13007,13037,bc1qf768528132fb46ccb4ef196cb51f7728|bc1qde06731d13c34e4ea529b36048253d38,bc1qd76011ea9e004b7e89a1a3d2aadfa5dc|bc1qfc3435c5aa98443ea131209cb615667c|bc1qa2ee09d83a14498ab756cce4497ab866,0.01661144|0.00602421,0.00017203|0.01854503|0.00389786,2.073e-05,P2PKH,0,none
2025-01-27T09:16:46,095b788897cd4b64be812d27c5d8756eeecbcd5ef1f94a1e882db5dbe7356179,219.184.250.109,22.0.136.141,48607,8333,US,NL,13016,13028,bc1qfda59f6c26974cfdbdad3b1669274551|bc1qa353dc4c05d6452297b25bf9592f3c6c,bc1q19d0c5490c2a4f6ea2f63c1c0e9f686c|bc1qf874b01917434698acfb9e460c53f99b,0.08410187|0.03669113,0.03927796|0.08124409,0.00027095,P2WSH,0,none
2025-01-06T10:13:21,da5221773c2f40b4b947358b9e7c352fe7cdf88f61d3491386c42f4ec9a42c14,142.62.225.20,147.25.6.198,52897,8333,US,FR,13031,13033,bc1q14f06a3b481f48bdae3c9a6d54239949,bc1q9c1384308cce41eda76a0b54ca8024e9|bc1qb70e88305bc44b98bf10c4bb78bbcbca,0.01166279,0.00372596|0.00790285,3.398e-05,P2WSH,0,none
2025-01-15T12:10:34,68c80832c3f643f4b8eaebb98fea4a25288f2e07a0554470b9304c9fc52015ee,183.172.151.63,215.121.30.73,62896,8333,US,FR,13006,13010,bc1q2b175eb29e854ed5b6178b021f9e25d7|bc1q83fb2e6782fc4b7db1cca0868df15166,bc1q4f022d94b8dc4545ad7b1ba4dee52567|bc1q81b34affc2394f368fef666e2af3c806,0.20988929|0.03011954,0.15305935|0.08680745,0.00014203,P2WSH,0,none
2025-01-18T22:12:29,5289916bfcd044be8a4967fa1ae31fd3e95d96e9ff2c422cbe61793a28782204,194.18.9.194,201.115.224.64,1569,8333,IN,US,13021,13014,bc1q4774aebae8474af1a0c6b15414fa11bf,bc1q7fdb5f329c3d43e8baa645185911eea2|bc1q75a0f14e93eb454d96d12620eec66b9a,0.01853664,0.00717274|0.01133456,2.934e-05,P2PKH,0,none
2025-01-02T17:39:26,54b8f9e40ae14f3786cd53a5a20f54eaa69640e0cbfc47449b3d20344eca3b44,141.183.97.44,48.129.49.234,32350,8333,JP,JP,13039,13002,bc1q96566ce2aae649f1a8e03f3fe03965aa,bc1q5bfb3525b669489dbbedaeb6c4fed57d|bc1q7a3ae39f8c9841448561e50d34252052|bc1q3c4f922a0c894334804ec3a98682cad7,0.01047285,0.003384|0.00013821|0.00692413,2.651e-05,P2SH,0,none
2025-01-22T08:00:48,4484c60f18624cbf8c90bd4f0c44c990003fce88417444518f135a36efc5c40e,41.34.220.1,73.207.222.224,57967,8333,DE,US,13020,13014,bc1q6a4246389a804d84a154dc6a426a0aff,bc1q6a3d19feeade44a0ac815e57bf3f5f1d|bc1qa0d5f657cc6a4279a94d1f521cacd0ec,0.00730581,0.00198472|0.00531211,8.98e-06,P2WPKH,0,none
2025-01-09T03:20:55,140a585d51c64176b8a7076b73febb81e5daf93f25cc4c6db538aeac030ef2f5,77.207.172.114,75.40.245.227,20093,8333,RU,NL,13032,13006,bc1q89b845ae467c43d2a01d7f96c902c2c4|bc1q0e6ac42de8ce4a2895370af144b2a142,bc1q87b0777cc0a043dcb25fab4729b7a95e|bc1q9efdc51b48944a768ba8fb709546a832,0.02986415|0.20910009,0.22864771|0.00998224,0.00033429,P2PKH,0,none
2025-01-06T16:01:51,14feb7cf484c412b84fcdba779397d26867cdac6ff2f42d1a9fdee8f41ecf711,112.90.86.97,161.56.59.182,23892,8333,IN,NL,13011,13038,bc1q9cca9fd677df4242ba88c125cf8daf4f,bc1qad48f2ad41ad4e88a38bde9130c5e5a8|bc1q08c217723a5040978bacd9e9f76a9a71,0.01599413,0.0159275|2.402e-05,4.261e-05,P2WSH,0,none
2025-01-13T14:25:17,e53b94b468ab45ef9d55e47a91fda86c4dfb80615b6845f286074ea58830a836,131.98.209.18,114.24.147.60,9994,8333,RU,RU,13004,13016,bc1qcaf8af12dc31415a96a726494746c45f|bc1q7fb1e75b65fe4af9a3b195ab710c43e3,bc1q0da816d278b043cca726d606d6753c7c|bc1q3ddfd1800c4f49258cfddafd9bb898dc,0.11350559|0.0303294,0.04987074|0.09369474,0.00026951,P2PKH,0,none
2025-01-02T09:45:01,c281b9404be943f0865bbc6d86070f56c2f4cdac81ae453dbc1264c645ea632e,61.83.168.177,33.66.137.40,51636,8333,US,NL,13005,13025,bc1qc8069646ff714f7291b090413dbc8e37,bc1q21cfff563d1541ff86fb1781798d68f7|bc1qb6b8159845b64fa79c4441b727568518|bc1qd0fe3156c7d64230853cd1161d8ed40d,0.0445728,0.01545887|0.02031244|0.0086883,0.00011319,P2PKH,0,none
2025-01-30T20:36:33,c87b206dacdc4953ad049f64d22d58e2a94d113899704f4fa5480ea071559a8d,112.138.131.230,139.161.62.34,54331,8333,BR,JP,13012,13019,bc1q47b4c21620d14841b935e1e199d1a531|bc1q5d33ddf8b7bd4152b2d7b3df27e65d4a|bc1q250a49375a3b408cbc6ae6944d223ab2,bc1q1a1ba04e4abb4d74bc4d1ac837e9038a|bc1qe921525385964b60a53ef4777f00c781,0.03480583|0.0174124|0.01156774,0.03458954|0.02914164,5.479e-05,P2PKH,0,none
2025-01-02T00:54:41,f8bd279aafd143d9aac73225ab91466ab7a09936284a4aeda9200953aaf1fd2d,58.44.81.30,161.56.59.182,61259,8333,DE,NL,13015,13038,bc1q37164814e6af4c9daf2fbea42a7c1dfc|bc1q87579cf6f8384dddb84226e4db4d392e,bc1qcde969d5954841c781f47056df4e522d|bc1qff115bf08aab4a598cf2f2577ec1432e,0.71478862|0.00340092,0.52728998|0.18931875,0.00158081,P2WPKH,0,none
2025-01-17T22:50:07,07a153f8fbd84408b881d8cbf19ed3f8c420990b812e4e67af993c78bcc2009e,20.70.71.243,14.236.237.176,43303,8333,US,US,13022,13030,bc1q67fd7621063643ad99ceb26d31138d32,bc1qb5f31538169b4e0fa474b6391d45688c|bc1q649f9b2996164f94b152138265df2795,0.18886625,0.02444018|0.16417124,0.00025483,P2WPKH,0,none
2025-01-15T08:48:30,7367570bb3844020854050a34d755656e2bae3aea80d4f788aa27bda77287498,170.51.170.108,174.220.75.210,36952,8333,BR,GB,13000,13030,bc1q4b28697d170f47a9a7bfe4d0ed24b360,bc1q6108c8199d544c5395ce9fd935ffc01d|bc1q68973fce6ca644f7942af3c03a8c0f67,0.14274322,0.08971146|0.05264986,0.0003819,P2SH,0,none
2025-01-02T04:11:36,4657f8909658480ca68f5590e65135d120a06a74f57843b689f562b3034aca92,121.199.204.76,141.249.68.194,21575,8333,JP,SG,13033,13012,bc1q2419b1614d464055a1cfe616700ef20c|bc1qda7112ace0be444fb888ec958b586562,bc1q3b809805533e4a36aee3c18521c686cc|bc1qc5a6aa12621a4bdd8e8c3f4de8833a62,0.19931891|0.05438901,0.14794822|0.10521837,0.00054133,P2WPKH,0,none
2025-01-29T16:51:31,6ee043b106184100bf0a9a11cfc564bad3912bffe96e4b98ad3251e6742a91bc,231.209.49.33,213.46.60.68,1804,8333,DE,SG,13018,13012,bc1q43aaa82b82854e3483f00590ff32906b,bc1qd0fe3156c7d64230853cd1161d8ed40d,0.0970444,0.09686314,0.00018126,P2PKH,0,none
2025-01-22T00:26:36,ddf25326d09f4373b40b38a3ba1560879eb0a3f9e7714caa974926d529ac6b6b,14.236.237.176,114.24.147.60,64941,8333,US,RU,13030,13016,bc1q1adf0e3837e14046afa923775351e2ba,bc1q4492c59dcb89447c890f37d5bfe60a20|bc1q8ba2785218d54ddb960b6828a74368d6,0.08030015,0.02293541|0.05713387,0.00023087,P2SH,0,none
2025-01-17T14:01:08,28575b5cd02c4f13a62ad480e400cb8d533d816f121440e48765ce6ab8c20baf,93.220.75.11,58.22.187.41,57377,8333,US,SG,13002,13005,bc1q3e5332070e324b58ac460cae6c193e4d,bc1q9cdd548a42e34997ae02470dc4faa378|bc1q3905d5dcc88e4d7ca75c8394f5101a45,0.01280845,0.0020197|0.01075054,3.821e-05,P2PKH,0,none
2025-01-23T18:28:04,a2da531bda324213823f973d95b8d38c4a15c9073e174cc780da9faac19a6f52,231.209.49.33,161.56.59.182,22249,8333,DE,NL,13018,13038,bc1q3b809805533e4a36aee3c18521c686cc|bc1qeae9ad4f0b9e4cd2909c7348316dae97,bc1q4d56eff7bdef4408910789ccca423fa8|bc1q4282ca60ddc54239b37f37d16c534de6,0.02920046|0.00240543,0.0238573|0.00772226,2.633e-05,P2SH,0,none
2025-01-16T12:49:18,c4f51b912d844273b45abb6b4615c678115e133eb4274681907182fad6d8072a,188.90.68.112,120.153.194.206,29600,8333,DE,FR,13038,13033,bc1qb5ea4ca040c2459b8ce125e3ddd79b81|bc1q6177cb9b40ec40fc86659c9ea2a0fa90,bc1qc9c92fc359d4472e9a1d9edeb51ac2e6|bc1q97699c3551294dccbfd560047983a460|bc1q37ea0b285e9c434f88125fd12e03f59e,0.08083137|0.00780259,0.02992431|0.03687044|0.02169851,0.0001407,P2WSH,0,none
2025-01-27T01:27:39,b7061b2b62c24ab8a610fad8f72e8c55e83fb6e944774d3a9e6d2b597de72fd0,19.139.58.31,210.160.129.76,59799,8333,SG,SG,13038,13018,bc1q35e00ab69a4c4fb68464e0f13f019b15|bc1qc49f4536c95d4e3885edd9d50b52ed10,bc1q7a3ae39f8c9841448561e50d34252052|bc1qa7f0afd8f5e04221b410ef6f45935a0f,0.09200121|0.18667454,0.19971398|0.07864539,0.00031638,P2SH,0,none
2025-01-12T12:17:02,dc68f9a635bb4c7786f3f15553f9f33f63204e6a18674a63a016ddae4256882f,88.245.181.44,237.64.120.101,29366,8333,US,DE,13013,13021,bc1q173862ee2c984c2da6263d3c263130be,bc1qa15ad41b5c8348e5a370b5f20edef3b7,0.13245978,0.13207346,0.00038632,P2WPKH,0,none
2025-01-10T23:51:22,cdd7dbd6a2d64d19b3beae4bc001d9d81946f4dd4fec45058d26065be5418069,213.46.60.68,120.153.194.206,25885,8333,SG,FR,13012,13033,bc1qd37cda04af1b45faad664e92bb787e73,bc1qcfaf1012753b49d099aa0e2f8b9c466d,0.71863489,0.71778696,0.00084793,P2PKH,0,none
2025-01-16T06:35:43,975a6e6036384083bcf63cbafc949d4c2ab67bc9fa8742779789dcd26d83d713,90.194.54.190,51.147.129.235,23722,8333,BR,JP,13012,13039,bc1qdf76a272306f47d5ab9de64ffa2e1b39|bc1q6346be3ade024aefb00e25f4782c1d3c|bc1qd37cda04af1b45faad664e92bb787e73,bc1q88cf428cc82e467e8bf5077b640e7dd8|bc1q5a23960af595423ca19acb06d323d9a9,0.01175924|0.00969939|0.05347892,0.00080565|0.07398242,0.00014948,P2SH,0,none
2025-01-21T17:23:48,b58499fc89984e1f9d4a667d03fe9c842db300b8f47b4eaaad3091fd7baaf1a7,231.209.49.33,35.198.209.154,61855,8333,DE,SG,13018,13018,bc1qa353dc4c05d6452297b25bf9592f3c6c,bc1qda980101b4e24381b81974887515554a|bc1q87f99b6ab10f486f88c8d4451e90f58b,0.44994325,0.28217692|0.166427,0.00133933,P2SH,0,none
2025-01-21T17:56:25,35fb143cdf7f4c7886ff522ad7908cdcee06804d372f4050b770e9c5e03c2b23,24.28.1.181,70.217.185.44,26610,8333,IN,US,13021,13030,bc1q58f28c70b1bb4a0f8492d37f159d62b9,bc1qb2639a7b6bf149a3a4b694a792dfc3c2|bc1q1b1642b832d343809d068f752710c764,0.02897981,0.00371475|0.02524257,2.249e-05,P2PKH,0,none
2025-01-14T17:38:52,3eb8a743717546beaad005a07ed906bb86451561a769497195e6541a3077abce,219.13.62.186,117.123.129.23,43086,8333,US,SG,13028,13007,bc1q3ab168e9668846dfa48fd671695bf9e0,bc1qbe5ac544625a445aa7452d3770f9dc13|bc1qbb517331545548709334bf84c1c4c03b,0.04016543,0.03083468|0.00923279,9.796e-05,P2WPKH,0,none
2025-01-04T00:56:43,6a52f296e1a846f4953d4085295559cc346f04ebb46d49bdabff984435ea73b3,147.25.6.198,227.76.191.174,62708,8333,FR,US,13033,13023,bc1qa64eed0a6f4d413199e19f97a6ee6857,bc1q1f6a83aafd5e44a08ede2d604bd7a25c,0.1124013,0.1122725,0.0001288,P2WPKH,0,none
2025-01-05T07:15:36,34db9320e55644148e70371ad7405be329af1ce308cf4260b54e373b086bd4dc,75.40.245.227,201.115.224.64,53263,8333,NL,US,13006,13014,bc1q8b174d302c754364bf269cc8009aa90e|bc1q370bd997614b449cae922586b6fc0455|bc1q4cbb0027870c473bab711c334a65baec,bc1qbd33a2a75fe143c9bf0088e76b47c357,0.18692643|0.01395127|0.12936276,0.32946444,0.00077602,P2PKH,0,none
2025-01-18T04:20:59,23d191ada65242c8b4ea7e2a5573541d3f0c71ccba3c4c5f8bb13a6dab129d06,115.76.126.41,111.106.92.10,39544,8333,US,GB,13014,13010,bc1qa83fc842f21e4868a138ca4f1c72a7f2|bc1q163c0083654542049f3269bfd755e7f1,bc1qfa945a1cfa7642a1ac268e2712923c26|bc1q8eb757cd38ae4565a6a159a9e261338a,0.21363688|0.03746278,0.20465964|0.04584027,0.00059975,P2PKH,0,none
2025-01-03T10:39:00,a7730aae88b64df7b04f715645dab5e003b19d08a1fc4b07ab1c5d27fed412c3,42.76.115.245,174.184.6.124,52111,8333,NL,US,13020,13025,bc1qedf37ea9936a42e1bfe89a3b1bf12c93|bc1qaeca38406c274461b86f027f3777f4ed,bc1q03c0e2af75de4e5bbce0e8c34cf32b90|bc1q755b8264c58f4c309951cb3b3267cda6,0.01529917|0.01024456,0.02023898|0.0052806,2.415e-05,P2PKH,0,none
2025-01-09T05:26:54,cebb4ab910664dba89a0524952865cc1934e4647817e4917b4f6c39c0a57ad67,175.189.9.56,46.187.146.175,62777,8333,US,JP,13025,13033,bc1q94cc876b0b384c64a3bb3705c9e4310f,bc1q091694e385db4501a7ff464f2ec248fc,0.05541555,0.05536013,5.542e-05,P2WPKH,1,shared_ip_burst
2025-01-22T00:46:30,341b46202dc7405ebe74e457d7d9ff18477cab730f3a4adfa7dbe330535c9b0d,17.99.52.137,228.163.149.246,5783,8333,DE,IN,13008,13037,bc1q293ca58c8f424a42b040efcab8f8e7a9|bc1qbf4fe5c166524fa782ed4be79242f8e9,bc1q0307e0b625e94dafb8997052b70393e3|bc1qe8216f8d5a7e4af7a1df803639c9457c,0.03698589|0.10507484,0.00164663|0.14009423,0.00031987,P2SH,0,none
